1,50,1,1,1.16406896551724
2,51,1,0,0.21703481392557
1,52,2,0,0.471379310344828
2,53,1,0,0.202429726607624
2,54,1,0,0.195532879818594
1,55,1,0,0.133197492163009
1,56,1,0,0.127783251231527
1,57,2,0,0.415117967332124
1,58,1,0,0.117514863258026
1,59,1,1,0.960566919929866
1,60,1,2,1.77551724137931
1,61,1,3,2.56374788015828
1,62,1,4,3.32655172413793
1,63,1,5,4.06513957307061
1,64,1,6,4.78064655172414
1,65,1,7,5.47413793103448
1,66,1,8,6.1466144200627
1,67,1,9,6.79901698404529
1,68,7,10,8.903630831643
1,69,2,1,1.03839580209895
1,70,3,2,1.974039408867
1,71,4,1,1.47409907722195
1,72,5,1,1.68287356321839
1,73,6,1,1.88592820028342
1,74,7,1,2.08349487418453
2,75,8,1,2.72502040816327
2,76,9,1,2.94664876476907
2,77,0,1,0.599043201696263
2,78,0,1,0.589183673469388
2,79,0,3,2.07872126065616
2,80,0,1,0.570204081632653
